crop,crop_id,month,growth_stage,soil_moisture_pct,temperature_c,humidity_pct,rainfall_24h_mm,wind_speed_kmh,solar_radiation,eto_mm_day,kc,etc_mm_day,days_since_irrigation,moisture_threshold,irrigate
olive,0,10,4,53.8,22.4,64.4,0.0,4.6,7.3,1.57,0.7,1.1,3,32,1
olive,0,11,4,38.5,12.4,56.2,0.0,3.3,10.5,1.08,0.7,0.76,7,32,0
olive,0,8,3,33.7,30.7,38.6,0.0,2.6,15.1,10.66,0.75,8.0,2,37,1
wheat,2,5,3,30.4,21.8,43.8,0.0,6.1,25.0,8.3,1.15,9.55,13,45,1
olive,0,11,4,60.4,17.1,68.7,0.0,2.8,11.3,1.3,0.7,0.91,11,32,0
citrus,1,7,3,51.0,31.6,30.9,0.0,3.0,25.0,12.0,0.85,10.2,8,46,0
wheat,2,6,4,54.0,28.0,29.1,0.0,13.0,25.0,12.0,0.5,6.0,10,25,0
citrus,1,2,0,80.0,9.5,49.7,0.0,7.5,25.0,2.4,0.7,1.68,2,40,0
wheat,2,9,0,36.8,25.9,43.2,0.0,4.9,12.5,5.81,0.4,2.32,14,30,0
citrus,1,7,3,57.7,34.5,40.3,0.0,3.7,21.2,12.0,0.85,10.2,4,46,0
olive,0,6,2,24.1,28.4,32.5,0.0,2.9,25.0,12.0,0.75,9.0,4,40,1
wheat,2,6,4,24.9,29.0,48.7,0.0,5.4,25.0,12.0,0.5,6.0,5,25,1
citrus,1,11,4,51.3,9.5,73.2,0.0,3.5,11.5,0.55,0.75,0.41,4,42,0
citrus,1,9,3,36.4,30.8,36.4,0.0,4.1,10.9,8.25,0.85,7.01,8,46,1
wheat,2,9,0,21.4,30.0,55.3,0.0,1.9,13.4,6.41,0.4,2.57,4,30,1
olive,0,12,0,35.2,9.3,67.1,3.4,6.8,17.0,1.02,0.65,0.67,10,30,0
wheat,2,1,1,59.0,9.0,82.5,6.9,2.1,22.3,0.64,0.7,0.45,3,35,0
olive,0,5,2,45.8,25.1,46.3,0.0,3.4,25.0,9.98,0.75,7.48,6,40,1
wheat,2,8,0,51.9,30.2,24.6,0.0,3.0,12.8,10.81,0.4,4.32,6,30,0
olive,0,8,3,49.8,30.1,38.6,0.0,2.3,11.2,7.5,0.75,5.63,2,37,0
olive,0,11,4,38.7,14.9,81.0,0.0,2.9,12.3,0.7,0.7,0.49,0,32,0
citrus,1,2,0,60.9,12.7,46.6,0.0,6.1,25.0,3.43,0.7,2.4,4,40,0
citrus,1,7,3,66.2,28.9,18.7,0.0,4.8,20.9,12.0,0.85,10.2,9,46,0
wheat,2,4,3,35.0,14.1,55.5,0.0,8.0,25.0,3.36,1.15,3.86,4,45,0
citrus,1,9,3,61.5,23.7,45.8,0.0,8.2,13.2,5.19,0.85,4.42,10,46,0
citrus,1,1,0,60.0,7.6,68.2,0.0,5.6,22.1,1.05,0.7,0.74,6,40,0
wheat,2,3,2,21.2,18.1,65.7,0.0,5.2,25.0,3.61,1.15,4.15,3,42,1
olive,0,2,0,54.2,12.8,75.5,0.0,3.7,25.0,1.52,0.65,0.99,4,30,0
wheat,2,5,3,33.1,20.1,40.3,0.0,3.8,25.0,7.31,1.15,8.41,2,45,1
olive,0,4,1,40.0,18.2,57.0,0.0,3.6,25.0,4.43,0.7,3.1,6,35,0
wheat,2,7,0,37.0,33.4,27.6,0.0,8.2,22.5,12.0,0.4,4.8,13,30,0
olive,0,1,0,29.0,10.6,75.4,0.0,1.9,20.2,0.96,0.65,0.62,3,30,1
citrus,1,3,1,62.8,10.8,62.2,2.0,10.6,25.0,2.16,0.75,1.62,0,42,0
citrus,1,12,4,61.0,13.5,81.5,0.0,5.8,12.6,0.64,0.75,0.48,6,42,0
citrus,1,11,4,64.5,15.8,62.7,2.3,2.9,11.9,1.44,0.75,1.08,11,42,0
citrus,1,11,4,34.3,14.1,72.4,0.0,2.7,14.1,1.07,0.75,0.8,2,42,1
wheat,2,10,0,38.7,12.6,63.6,0.0,3.0,8.9,0.78,0.4,0.31,14,30,0
olive,0,12,0,55.0,11.1,65.7,0.0,3.6,14.7,1.05,0.65,0.68,8,30,0
olive,0,9,4,59.3,26.2,40.7,0.0,4.7,9.5,4.72,0.7,3.3,10,32,0
olive,0,2,0,49.5,13.1,62.8,5.6,6.6,25.0,2.5,0.65,1.62,13,30,0
citrus,1,11,4,57.1,16.9,68.7,0.0,8.2,11.1,1.37,0.75,1.03,4,42,0
olive,0,2,0,51.4,13.7,70.5,0.0,11.8,25.0,2.29,0.65,1.49,6,30,0
olive,0,8,3,47.1,33.4,33.5,0.0,2.9,14.6,12.0,0.75,9.0,10,37,0
citrus,1,3,1,71.7,15.8,70.5,0.0,3.3,25.0,2.42,0.75,1.82,4,42,0
citrus,1,11,4,39.0,13.4,59.6,0.0,12.6,11.1,1.37,0.75,1.03,14,42,1
citrus,1,8,3,52.0,34.3,28.1,0.0,1.6,15.9,12.0,0.85,10.2,5,46,0
wheat,2,11,0,51.8,15.9,73.2,0.0,5.2,8.4,0.78,0.4,0.31,3,30,0
citrus,1,6,3,73.4,30.2,39.1,0.0,4.5,25.0,12.0,0.85,10.2,1,46,0
citrus,1,8,3,38.9,28.7,36.8,0.0,4.7,18.2,11.77,0.85,10.0,13,46,0
wheat,2,4,3,30.2,15.1,57.9,7.7,5.4,25.0,3.36,1.15,3.86,12,45,1
wheat,2,5,3,39.1,13.0,52.8,0.0,5.2,25.0,3.07,1.15,3.53,2,45,1
citrus,1,7,3,51.9,28.9,28.8,0.0,9.1,21.2,12.0,0.85,10.2,4,46,0
olive,0,12,0,63.3,11.7,78.3,14.7,5.1,12.6,0.62,0.65,0.4,0,30,0
citrus,1,11,4,59.4,10.7,75.5,0.0,4.6,13.9,0.7,0.75,0.52,8,42,0
wheat,2,3,2,54.7,7.5,70.0,0.0,3.5,25.0,1.07,1.15,1.23,9,42,0
wheat,2,5,3,26.0,18.7,46.3,0.0,3.0,25.0,5.71,1.15,6.56,2,45,1
olive,0,3,1,46.4,16.0,54.4,0.0,2.7,25.0,3.78,0.7,2.64,14,35,0
olive,0,6,2,52.1,25.3,41.5,0.0,5.9,25.0,11.59,0.75,8.69,8,40,0
wheat,2,4,3,15.5,25.8,64.2,0.0,4.3,25.0,7.15,1.15,8.22,11,45,1
olive,0,5,2,40.2,19.6,43.6,0.0,1.8,25.0,6.36,0.75,4.77,2,40,0
olive,0,6,2,26.0,16.1,25.1,0.0,3.3,25.0,6.29,0.75,4.72,8,40,1
olive,0,5,2,48.5,27.7,49.9,0.0,7.5,25.0,12.0,0.75,9.0,14,40,0
olive,0,1,0,62.0,9.9,69.5,1.9,2.9,21.8,1.21,0.65,0.79,1,30,0
citrus,1,3,1,31.9,6.7,60.5,0.0,6.8,25.0,1.37,0.75,1.03,14,42,1
wheat,2,12,0,40.9,3.7,89.3,0.0,6.8,15.5,0.5,0.4,0.2,4,30,0
citrus,1,10,4,40.2,26.7,42.3,0.0,6.0,11.6,5.93,0.75,4.45,3,42,1
citrus,1,6,3,44.8,34.8,47.4,0.0,1.3,25.0,12.0,0.85,10.2,8,46,1
citrus,1,1,0,32.5,12.6,63.0,0.0,4.9,24.2,2.21,0.7,1.55,10,40,1
olive,0,2,0,63.2,17.1,71.4,0.0,4.6,25.0,2.7,0.65,1.76,2,30,0
wheat,2,11,0,51.4,10.3,70.4,0.0,1.8,12.2,0.67,0.4,0.27,12,30,0
citrus,1,11,4,51.6,14.0,76.8,0.0,6.0,11.3,0.76,0.75,0.57,8,42,0
citrus,1,8,3,56.6,27.2,38.4,0.0,9.8,16.4,10.0,0.85,8.5,6,46,0
citrus,1,1,0,41.3,11.8,80.7,2.2,10.3,25.0,1.21,0.7,0.85,3,40,0
citrus,1,2,0,70.7,16.5,60.9,0.0,3.7,25.0,3.43,0.7,2.4,4,40,1
wheat,2,3,2,55.4,12.5,72.1,0.0,4.1,25.0,1.69,1.15,1.94,10,42,0
citrus,1,8,3,53.8,31.3,26.9,0.0,1.4,18.2,12.0,0.85,10.2,6,46,0
citrus,1,7,3,29.7,37.0,41.3,0.0,5.3,19.5,12.0,0.85,10.2,11,46,1
wheat,2,9,0,47.5,18.1,46.7,0.0,3.0,10.7,2.3,0.4,0.92,2,30,0
wheat,2,3,2,35.3,18.5,69.9,0.0,8.0,25.0,3.45,1.15,3.97,13,42,1
citrus,1,1,0,54.2,16.4,86.3,8.9,1.8,19.7,0.91,0.7,0.63,8,40,0
olive,0,6,2,63.9,25.5,32.4,0.0,2.8,25.0,12.0,0.75,9.0,1,40,0
citrus,1,2,0,31.6,17.1,72.6,0.0,2.3,25.0,2.49,0.7,1.74,9,40,1
olive,0,11,4,55.1,16.8,60.6,0.0,5.0,11.6,1.69,0.7,1.18,10,32,0
olive,0,8,3,13.2,31.5,25.7,0.0,13.3,15.9,12.0,0.75,9.0,8,37,1
wheat,2,9,0,38.5,26.6,52.7,0.0,2.4,11.5,4.52,0.4,1.81,3,30,0
wheat,2,7,0,12.4,25.8,32.2,0.0,2.4,19.1,9.98,0.4,3.99,8,30,1
olive,0,8,3,40.4,33.3,32.6,0.0,2.7,16.5,12.0,0.75,9.0,7,37,0
wheat,2,4,3,38.3,15.5,53.7,0.0,2.8,25.0,3.66,1.15,4.2,14,45,0
wheat,2,12,0,18.6,11.7,78.4,0.0,2.9,18.2,0.86,0.4,0.34,3,30,1
wheat,2,1,1,51.7,6.4,61.0,0.0,5.5,19.2,0.99,0.7,0.69,3,35,0
olive,0,9,4,42.5,25.6,44.1,0.0,4.8,14.3,6.38,0.7,4.47,0,32,0
wheat,2,5,3,34.7,19.9,40.4,0.0,9.4,25.0,7.93,1.15,9.12,4,45,0
wheat,2,8,0,39.7,33.5,35.3,0.0,13.9,12.0,12.0,0.4,4.8,3,30,0
olive,0,3,1,48.4,12.1,72.6,0.0,1.7,25.0,1.53,0.7,1.07,2,35,0
citrus,1,10,4,59.8,27.4,60.2,0.0,5.7,10.4,3.87,0.75,2.9,13,42,1
wheat,2,7,0,41.2,27.3,33.0,0.0,3.5,22.6,12.0,0.4,4.8,4,30,0
olive,0,2,0,58.2,11.5,67.1,0.0,10.7,25.0,2.03,0.65,1.32,7,30,0
citrus,1,3,1,44.5,22.9,59.0,0.0,4.2,25.0,6.41,0.75,4.81,3,42,0
citrus,1,5,2,54.5,20.8,49.8,0.0,2.8,25.0,6.41,0.85,5.45,11,48,0
citrus,1,2,0,64.2,10.7,67.3,1.5,3.2,25.0,1.63,0.7,1.14,6,40,1
olive,0,1,0,35.6,15.6,69.5,0.0,2.4,22.0,2.12,0.65,1.38,12,30,0
olive,0,10,4,75.0,18.3,56.1,6.7,8.3,7.9,1.56,0.7,1.09,12,32,0
olive,0,4,1,50.3,19.5,65.8,0.0,5.9,25.0,4.11,0.7,2.88,0,35,0
wheat,2,2,1,57.7,14.0,73.4,0.0,1.4,25.0,1.77,0.7,1.24,1,35,0
wheat,2,1,1,44.7,10.0,80.3,0.0,5.6,21.5,0.82,0.7,0.57,8,35,1
olive,0,7,3,55.2,29.5,33.1,0.0,4.8,23.6,12.0,0.75,9.0,10,37,0
olive,0,4,1,57.2,14.3,50.4,0.0,3.6,25.0,3.53,0.7,2.47,8,35,0
citrus,1,11,4,41.7,18.1,74.4,0.0,2.6,12.7,1.31,0.75,0.98,8,42,1
wheat,2,1,1,46.3,13.5,76.7,1.7,3.6,21.3,1.31,0.7,0.92,9,35,1
olive,0,12,0,68.9,10.3,53.5,0.0,9.2,16.3,1.61,0.65,1.05,1,30,0
citrus,1,11,4,54.7,14.6,84.4,2.7,1.5,11.4,0.5,0.75,0.38,0,42,0
olive,0,11,4,53.8,11.1,66.6,18.5,1.5,8.9,0.6,0.7,0.42,4,32,0
wheat,2,6,4,26.3,30.0,37.8,0.0,7.7,25.0,12.0,0.5,6.0,7,25,1
olive,0,9,4,36.9,23.3,46.5,0.0,2.3,8.5,2.87,0.7,2.01,0,32,0
citrus,1,8,3,40.0,38.2,40.3,0.0,4.4,19.6,12.0,0.85,10.2,14,46,1
wheat,2,1,1,25.3,6.6,71.0,0.0,3.3,21.2,0.79,0.7,0.55,5,35,0
olive,0,4,1,30.0,22.4,59.6,0.0,2.8,25.0,5.96,0.7,4.17,2,35,1
wheat,2,6,4,45.3,26.8,38.2,3.5,4.0,25.0,12.0,0.5,6.0,3,25,0
wheat,2,1,1,54.1,6.5,74.0,0.0,1.7,23.7,0.77,0.7,0.54,5,35,0
citrus,1,1,0,61.6,9.3,68.2,40.0,2.9,22.4,1.22,0.7,0.85,6,40,0
citrus,1,2,0,54.2,11.2,63.5,0.0,3.6,25.0,1.93,0.7,1.35,13,40,0
citrus,1,3,1,53.8,16.3,68.9,0.0,4.2,25.0,2.71,0.75,2.03,1,42,0
citrus,1,2,0,58.7,10.6,65.9,0.0,9.3,25.0,1.88,0.7,1.31,14,40,0
olive,0,12,0,50.5,7.1,69.4,0.0,7.5,18.3,0.82,0.65,0.53,12,30,0
olive,0,5,2,62.9,22.4,53.6,0.0,2.6,25.0,6.78,0.75,5.09,1,40,0
wheat,2,11,0,53.1,11.3,71.3,0.0,1.7,11.4,0.67,0.4,0.27,1,30,0
wheat,2,8,0,58.0,28.9,29.9,0.0,2.7,15.3,10.73,0.4,4.29,7,30,0
citrus,1,10,4,22.9,12.9,54.6,0.0,6.0,7.2,0.85,0.75,0.64,1,42,1
citrus,1,11,4,61.3,12.0,69.4,0.0,7.1,10.7,0.8,0.75,0.6,0,42,0
citrus,1,1,0,75.3,11.1,74.4,8.1,8.1,18.9,1.09,0.7,0.77,2,40,0
olive,0,1,0,67.6,14.4,81.9,0.0,4.1,22.4,1.18,0.65,0.77,1,30,0
citrus,1,11,4,43.2,16.8,59.5,1.1,2.5,11.7,1.67,0.75,1.25,14,42,0
olive,0,11,4,41.8,13.3,55.9,0.0,2.2,7.5,0.84,0.7,0.59,11,32,0
citrus,1,2,0,63.1,6.2,63.8,0.0,6.6,25.0,1.19,0.7,0.83,10,40,0
citrus,1,9,3,59.6,25.8,53.9,0.0,4.8,12.1,4.51,0.85,3.84,3,46,0
citrus,1,10,4,37.2,23.9,55.9,0.0,5.1,14.1,4.31,0.75,3.23,9,42,1
olive,0,4,1,63.4,19.0,60.0,18.0,4.7,25.0,4.51,0.7,3.16,0,35,0
citrus,1,6,3,46.0,27.9,43.1,0.0,2.7,25.0,12.0,0.85,10.2,6,46,1
wheat,2,2,1,53.5,11.0,56.5,5.8,4.6,25.0,2.29,0.7,1.6,3,35,0
wheat,2,12,0,29.7,11.7,70.2,0.0,1.5,15.5,0.99,0.4,0.4,7,30,1
wheat,2,1,1,51.7,16.1,70.2,0.0,4.9,20.0,2.06,0.7,1.44,4,35,0
citrus,1,1,0,53.4,10.5,66.2,0.0,8.6,18.0,1.31,0.7,0.91,6,40,0
olive,0,2,0,10.6,12.0,56.2,0.0,1.8,25.0,2.43,0.65,1.58,9,30,1
wheat,2,4,3,21.3,22.6,57.8,0.0,3.3,25.0,6.36,1.15,7.31,3,45,1
wheat,2,6,4,41.6,29.2,41.6,0.0,4.9,25.0,12.0,0.5,6.0,7,25,0
wheat,2,4,3,34.0,27.7,55.3,0.0,12.0,25.0,11.94,1.15,13.73,2,45,1
wheat,2,6,4,54.6,30.5,47.7,0.0,3.4,25.0,12.0,0.5,6.0,3,25,0
citrus,1,3,1,62.4,22.3,62.2,0.0,4.7,25.0,5.72,0.75,4.29,6,42,0
wheat,2,5,3,34.8,15.4,55.6,0.0,7.8,25.0,3.81,1.15,4.38,6,45,1
citrus,1,10,4,67.8,17.0,58.6,0.0,2.8,10.9,1.63,0.75,1.22,14,42,0
olive,0,2,0,43.0,7.3,76.6,0.0,3.7,25.0,0.82,0.65,0.53,0,30,0
wheat,2,11,0,37.3,14.2,67.9,0.0,2.1,12.8,1.13,0.4,0.45,12,30,0
olive,0,9,4,76.9,21.7,52.3,0.0,2.8,10.2,2.66,0.7,1.86,12,32,0
olive,0,2,0,65.2,10.8,67.1,0.0,6.3,25.0,1.75,0.65,1.13,13,30,0
citrus,1,12,4,41.7,12.4,70.0,0.0,2.3,15.0,1.04,0.75,0.78,6,42,1
citrus,1,9,3,56.5,23.1,49.6,0.0,1.7,11.8,3.63,0.85,3.08,9,46,0
wheat,2,7,0,36.0,24.8,42.3,0.0,1.6,21.6,8.78,0.4,3.51,9,30,0
citrus,1,9,3,40.6,21.5,46.7,0.0,3.4,9.8,2.88,0.85,2.45,11,46,1
olive,0,11,4,26.2,16.8,69.2,1.8,4.9,12.5,1.42,0.7,0.99,3,32,1
citrus,1,11,4,70.7,18.2,88.5,3.8,2.5,9.3,0.5,0.75,0.38,1,42,0
olive,0,6,2,26.0,19.9,43.3,0.0,7.7,25.0,7.32,0.75,5.49,7,40,1
wheat,2,11,0,27.4,13.8,60.3,0.0,3.4,11.8,1.28,0.4,0.51,12,30,1
citrus,1,12,4,58.2,9.7,61.4,0.0,3.7,13.9,0.97,0.75,0.73,7,42,1
wheat,2,10,0,55.5,23.5,56.3,0.0,3.2,7.0,1.97,0.4,0.79,4,30,0
citrus,1,7,3,41.9,32.3,33.8,0.0,4.0,20.1,12.0,0.85,10.2,7,46,1
wheat,2,5,3,30.1,23.5,45.2,0.0,2.7,25.0,8.85,1.15,10.17,12,45,1
wheat,2,10,0,40.5,25.3,57.9,0.0,1.9,8.1,2.51,0.4,1.0,4,30,0
citrus,1,12,4,55.3,14.8,66.9,3.4,1.9,15.7,1.51,0.75,1.13,3,42,0
citrus,1,8,3,65.9,33.3,32.8,0.0,1.4,15.6,12.0,0.85,10.2,5,46,0
wheat,2,12,0,54.8,12.1,68.4,0.0,4.2,14.8,1.09,0.4,0.44,0,30,0
olive,0,8,3,44.9,38.6,22.1,0.0,2.6,10.3,12.0,0.75,9.0,14,37,0
olive,0,12,0,42.2,11.5,67.9,0.0,8.5,20.4,1.55,0.65,1.01,14,30,0
citrus,1,12,4,43.5,5.4,75.6,1.8,11.1,15.6,0.5,0.75,0.38,4,42,0
wheat,2,3,2,48.2,8.3,65.4,2.8,4.0,25.0,1.36,1.15,1.56,12,42,0
wheat,2,9,0,12.6,31.7,38.1,0.0,5.8,14.5,11.8,0.4,4.72,6,30,1
citrus,1,10,4,59.6,20.5,56.1,0.0,2.8,8.8,1.92,0.75,1.44,13,42,0
olive,0,6,2,38.7,33.8,49.1,6.6,6.4,25.0,12.0,0.75,9.0,11,40,1
olive,0,11,4,51.5,12.8,74.5,0.0,1.9,13.8,0.84,0.7,0.59,5,32,0
citrus,1,11,4,53.6,15.7,81.3,0.0,5.3,12.1,0.76,0.75,0.57,6,42,0
wheat,2,5,3,46.9,19.0,59.9,0.0,1.9,25.0,4.29,1.15,4.93,5,45,0
wheat,2,3,2,28.0,17.2,63.7,0.0,6.1,25.0,3.58,1.15,4.12,6,42,1
wheat,2,9,0,23.3,19.7,38.5,0.0,3.6,11.2,3.25,0.4,1.3,2,30,1
wheat,2,6,4,64.4,34.8,40.5,0.0,4.3,25.0,12.0,0.5,6.0,2,25,0
wheat,2,6,4,50.5,24.8,41.2,0.0,3.4,25.0,10.63,0.5,5.32,1,25,0
wheat,2,6,4,38.2,17.3,36.7,0.0,4.1,25.0,6.07,0.5,3.03,7,25,0
citrus,1,12,4,52.4,11.0,85.0,0.0,2.4,16.1,0.5,0.75,0.38,4,42,0
wheat,2,9,0,62.3,17.1,40.8,0.0,5.3,11.6,2.62,0.4,1.05,10,30,0
citrus,1,2,0,70.3,8.2,78.6,13.2,4.7,25.0,0.84,0.7,0.59,13,40,0
olive,0,9,4,50.0,25.1,43.9,0.0,7.6,12.2,5.48,0.7,3.84,11,32,0
wheat,2,8,0,48.8,33.3,29.5,0.0,8.9,16.4,12.0,0.4,4.8,11,30,1
olive,0,8,3,44.5,29.5,24.9,0.0,2.3,16.0,12.0,0.75,9.0,9,37,0
olive,0,9,4,20.0,28.5,44.6,0.0,10.2,15.9,9.7,0.7,6.79,11,32,1
citrus,1,10,4,57.6,17.2,45.4,1.5,6.2,9.5,2.02,0.75,1.52,14,42,0
olive,0,7,3,30.5,29.5,26.8,0.0,4.2,19.8,12.0,0.75,9.0,10,37,1
citrus,1,3,1,64.3,17.5,58.1,0.0,11.1,25.0,4.61,0.75,3.46,4,42,0
wheat,2,5,3,38.4,21.0,47.9,0.0,6.9,25.0,7.27,1.15,8.36,4,45,1
olive,0,12,0,52.0,11.7,84.8,0.0,3.5,14.5,0.5,0.65,0.33,12,30,0
olive,0,6,2,57.9,25.4,33.7,0.0,2.2,25.0,12.0,0.75,9.0,6,40,0
citrus,1,12,4,59.0,10.0,72.8,0.0,2.9,14.7,0.74,0.75,0.55,10,42,0
citrus,1,5,2,63.5,23.8,46.1,13.7,1.6,25.0,8.75,0.85,7.43,7,48,0
olive,0,10,4,70.5,21.3,53.8,30.4,3.9,10.7,2.7,0.7,1.89,14,32,0
olive,0,12,0,44.5,9.8,70.4,6.3,3.6,16.3,0.88,0.65,0.57,7,30,0
wheat,2,9,0,22.8,21.2,47.1,0.0,4.3,11.4,3.26,0.4,1.3,6,30,1
citrus,1,10,4,49.2,24.4,41.7,0.0,1.8,9.2,3.65,0.75,2.74,3,42,0
wheat,2,7,0,31.5,28.4,35.6,0.0,4.0,22.2,12.0,0.4,4.8,2,30,0
olive,0,8,3,42.9,31.0,37.4,0.0,3.6,13.7,10.28,0.75,7.71,9,37,0
citrus,1,8,3,57.8,33.8,31.9,0.0,5.4,16.6,12.0,0.85,10.2,9,46,0
citrus,1,5,2,39.7,25.2,51.3,0.0,1.9,25.0,8.85,0.85,7.52,9,48,1
wheat,2,5,3,35.1,24.6,50.4,0.0,3.3,25.0,8.85,1.15,10.18,14,45,1
citrus,1,11,4,61.9,15.6,50.1,0.0,7.7,10.0,1.75,0.75,1.31,13,42,0
wheat,2,6,4,32.9,26.8,37.2,1.9,3.1,25.0,12.0,0.5,6.0,6,25,0
citrus,1,8,3,39.7,31.3,27.5,0.0,1.5,13.4,11.45,0.85,9.73,8,46,1
citrus,1,6,3,57.4,34.3,32.8,0.0,5.2,25.0,12.0,0.85,10.2,5,46,0
wheat,2,3,2,49.3,16.9,61.1,0.0,2.7,25.0,3.49,1.15,4.01,11,42,0
olive,0,11,4,42.1,15.8,61.8,7.7,9.9,11.9,1.67,0.7,1.17,4,32,0
citrus,1,11,4,54.6,19.3,62.6,0.0,3.2,17.8,2.99,0.75,2.25,6,42,0
citrus,1,12,4,39.1,14.8,79.3,5.1,13.5,18.7,1.38,0.75,1.03,10,42,1
wheat,2,10,0,52.0,18.6,49.9,0.0,6.4,9.0,2.01,0.4,0.8,0,30,0
olive,0,12,0,54.5,11.4,69.9,0.0,11.4,15.6,1.16,0.65,0.75,0,30,0
wheat,2,11,0,52.8,11.8,70.3,4.2,8.5,13.9,1.01,0.4,0.4,1,30,0
citrus,1,11,4,39.4,12.7,63.9,0.0,2.4,7.7,0.66,0.75,0.5,6,42,1
citrus,1,8,3,40.6,30.8,42.5,0.0,1.3,22.6,12.0,0.85,10.2,6,46,1
citrus,1,9,3,49.9,18.8,50.6,0.0,4.0,14.6,3.14,0.85,2.67,10,46,0
citrus,1,10,4,56.8,19.9,55.8,0.0,1.7,9.3,1.9,0.75,1.43,5,42,0
olive,0,10,4,72.5,17.4,50.8,12.3,4.6,11.7,2.25,0.7,1.57,3,32,0
olive,0,3,1,59.2,12.5,81.6,16.5,5.5,25.0,1.14,0.7,0.8,5,35,0
wheat,2,10,0,45.1,25.5,54.3,0.0,3.0,9.5,3.31,0.4,1.32,3,30,0
wheat,2,10,0,36.0,17.3,57.1,0.0,3.9,12.8,2.1,0.4,0.84,5,30,0
wheat,2,10,0,34.9,12.5,49.1,0.0,5.1,8.9,1.12,0.4,0.45,10,30,0
olive,0,11,4,40.5,18.1,71.4,0.0,4.5,12.8,1.51,0.7,1.06,8,32,0
wheat,2,11,0,48.3,13.7,58.7,0.0,3.7,10.5,1.18,0.4,0.47,3,30,0
citrus,1,12,4,31.4,19.6,84.4,1.4,6.7,15.1,1.16,0.75,0.87,4,42,1
wheat,2,4,3,31.8,17.6,44.9,4.2,6.3,25.0,5.62,1.15,6.46,3,45,1
wheat,2,2,1,31.3,8.4,80.7,5.8,4.0,21.6,0.66,0.7,0.46,14,35,1
wheat,2,12,0,51.5,14.5,71.8,4.9,5.5,17.1,1.45,0.4,0.58,8,30,0
wheat,2,5,3,31.7,23.6,68.7,0.0,1.5,25.0,4.96,1.15,5.7,8,45,1
olive,0,4,1,39.5,16.9,53.9,0.0,6.8,25.0,4.47,0.7,3.13,9,35,0
wheat,2,6,4,43.3,32.0,43.2,0.0,3.6,25.0,12.0,0.5,6.0,2,25,0
citrus,1,5,2,39.0,19.8,33.7,0.0,5.4,25.0,8.11,0.85,6.9,10,48,1
citrus,1,10,4,46.2,15.7,40.6,0.0,3.1,10.3,1.97,0.75,1.48,12,42,0
wheat,2,6,4,15.2,22.0,34.8,0.0,2.7,25.0,9.26,0.5,4.63,4,25,1
wheat,2,7,0,34.3,25.8,27.3,0.0,5.2,23.5,12.0,0.4,4.8,10,30,0
olive,0,2,0,74.8,13.1,70.9,0.0,5.3,25.0,1.91,0.65,1.24,1,30,0
olive,0,8,3,35.8,36.1,34.3,0.0,5.9,15.0,12.0,0.75,9.0,8,37,1
olive,0,4,1,18.7,19.4,49.7,0.0,4.5,25.0,5.87,0.7,4.11,11,35,1
olive,0,5,2,55.0,20.8,42.8,0.0,5.4,25.0,7.68,0.75,5.76,9,40,0
olive,0,6,2,30.0,19.8,42.7,0.0,4.6,24.3,6.72,0.75,5.04,12,40,1
wheat,2,10,0,48.7,19.5,61.8,0.0,5.7,8.9,1.63,0.4,0.65,3,30,0
olive,0,12,0,55.7,8.9,85.2,0.0,1.9,15.9,0.5,0.65,0.33,4,30,0
wheat,2,5,3,30.7,17.1,62.9,0.0,12.1,25.0,4.01,1.15,4.61,7,45,1
wheat,2,2,1,42.3,15.1,68.8,4.5,5.2,25.0,2.48,0.7,1.74,11,35,0
olive,0,9,4,49.9,18.7,49.6,0.0,3.8,10.2,2.22,0.7,1.56,13,32,0
olive,0,6,2,39.6,31.6,38.4,0.0,7.9,25.0,12.0,0.75,9.0,8,40,1
citrus,1,9,3,33.8,23.8,42.7,0.0,3.0,9.3,3.5,0.85,2.98,6,46,1
wheat,2,5,3,43.5,18.3,56.3,0.0,10.5,25.0,5.12,1.15,5.89,3,45,1
olive,0,1,0,50.9,11.4,68.4,0.0,2.7,22.2,1.49,0.65,0.97,1,30,0
wheat,2,7,0,57.2,35.2,20.4,0.0,8.7,24.1,12.0,0.4,4.8,7,30,0
wheat,2,5,3,40.2,22.8,42.0,0.0,4.4,25.0,9.08,1.15,10.44,14,45,1
wheat,2,4,3,46.8,14.3,45.5,6.3,7.6,25.0,4.17,1.15,4.8,4,45,0
olive,0,5,2,40.9,18.8,52.0,0.0,6.4,25.0,5.46,0.75,4.1,3,40,0
wheat,2,6,4,17.3,20.9,47.5,0.0,10.4,25.0,7.7,0.5,3.85,1,25,1
citrus,1,9,3,53.8,31.0,43.4,0.0,8.1,12.0,8.8,0.85,7.48,14,46,0
olive,0,11,4,50.8,14.0,59.4,0.0,2.4,14.9,1.65,0.7,1.15,4,32,0
wheat,2,1,1,26.7,4.0,62.8,0.0,4.4,24.5,0.9,0.7,0.63,4,35,1
wheat,2,8,0,31.7,26.0,43.2,0.0,4.6,16.6,7.76,0.4,3.1,13,30,0
citrus,1,9,3,59.0,18.4,45.4,0.0,8.9,9.5,2.4,0.85,2.04,5,46,0
olive,0,10,4,36.6,19.3,37.9,0.0,7.6,8.1,2.45,0.7,1.71,8,32,0
olive,0,8,3,52.1,34.8,26.1,0.0,4.8,17.4,12.0,0.75,9.0,9,37,1
